"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2015","3601074","HEKETI COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","245","Missing/not reported","61","","",""
"2015","3601075","KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","846","Missing/not reported","107","","",""
"2015","3601076","GLOBAL COMMUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","367","Missing/not reported","54","","",""
"2015","3601077","NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","New York","NEW YORK","Charter agency","313","Missing/not reported","11","","",""
"2015","3601078","DEMOCRACY PREP ENDURANCE CHARTER SCHOOL","New York","NEW YORK","Charter agency","440","Missing/not reported","27","","",""
"2015","3601079","MANHATTAN CHARTER SCHOOL II","New York","NEW YORK","Charter agency","207","Missing/not reported","19","","",""
"2015","3601080","YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER","New York","ROCHESTER","Charter agency","257","Missing/not reported","13","","",""
"2015","3601081","ROCHESTER CAREER MENTORING CHARTER SCHOOL","New York","ROCHESTER","Charter agency","231","Missing/not reported","6","","",""
"2015","3601082","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","New York","MIDDLE VILLAGE","Charter agency","369","Missing/not reported","3","","",""
"2015","3601083","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","New York","NEW YORK","Charter agency","350","Missing/not reported","7","","",""
"2015","3601084","UTICA ACADEMY OF SCIENCE CHARTER SCHOOL","New York","UTICA","Charter agency","338","Missing/not reported","37","","",""
"2015","3601085","GREAT OAKS CHARTER SCHOOL","New York","NEW YORK","Charter agency","212","Missing/not reported","13","","",""
"2015","3601086","SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE","New York","BROOKLYN","Charter agency","295","Missing/not reported","18","","",""
"2015","3601087","CENTRAL VALLEY CSD AT ILION-MOHAWK","New York","ILION","Regular local school district","2372","361","5","14638","2318","0.158355"
"2015","3601088","NEW VISIONS CHTR HS-ADV MA/SCI III","New York","BROOKLYN","Charter agency","352","Missing/not reported","12","","",""
"2015","3601089","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","New York","BROOKLYN","Charter agency","334","Missing/not reported","5","","",""
"2015","3601090","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II","New York","NEW YORK","Charter agency","214","Missing/not reported","27","","",""
"2015","3601091","ICAHN CHARTER SCHOOL 7","New York","BRONX","Charter agency","174","Missing/not reported","4","","",""
"2015","3601092","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","254","Missing/not reported","3","","",""
"2015","3601093","MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","354","Missing/not reported","38","","",""
"2015","3601094","UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","318","Missing/not reported","14","","",""
"2015","3601095","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS","New York","BROOKLYN","Charter agency","353","Missing/not reported","5","","",""
"2015","3601096","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3","New York","BRONX","Charter agency","335","Missing/not reported","16","","",""
"2015","3601097","HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","289","Missing/not reported","24","","",""
"2015","3601098","CITIZENS OF THE WORLD CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","278","Missing/not reported","39","","",""
"2015","3601099","SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","New York","NEW YORK","Charter agency","325","Missing/not reported","23","","",""
"2015","3601100","BROOKLYN URBAN GARDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","290","Missing/not reported","10","","",""
"2015","3601101","CITIZENS OF THE WORLD CHARTER SCHOOL 2","New York","BROOKLYN","Charter agency","282","Missing/not reported","5","","",""
"2015","3601102","CANARSIE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","407","Missing/not reported","3","","",""
"2015","3601103","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","New York","BROOKLYN","Charter agency","343","Missing/not reported","7","","",""
"2015","3601104","NEWBURGH PREPARATORY CHARTER HIGH SCHOOL","New York","NEWBURGH","Charter agency","91","Missing/not reported","Missing/not reported","","",""
"2015","3601105","SOUTH BRONX CLASSICAL CHARTER SCHOOL II","New York","BRONX","Charter agency","230","Missing/not reported","14","","",""
"2015","3601106","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","477","Missing/not reported","4","","",""
"2015","3601107","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD","New York","ST JOHNSVILLE","Regular local school district","768","142","Missing/not reported","5898","935","0.158528"
"2015","3601108","BRILLA COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","351","Missing/not reported","75","","",""
"2015","3601109","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","379","Missing/not reported","12","","",""
"2015","3601110","SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS","New York","NEW YORK","Charter agency","241","Missing/not reported","31","","",""
"2015","3601111","BROOKLYN LABORATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","244","Missing/not reported","6","","",""
"2015","3601112","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","249","Missing/not reported","3","","",""
"2015","3601113","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS","New York","ROCHESTER","Charter agency","254","Missing/not reported","Missing/not reported","","",""
"2015","3601114","CENTRAL BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","244","Missing/not reported","5","","",""
"2015","3601115","BOYS PREP CHARTER SCHOOL OF NEW YORK","New York","BRONX","Charter agency","202","Missing/not reported","14","","",""
"2015","3601116","SUCCESS ACADEMY CS - ROSEDALE","New York","ROSEDALE","Charter agency","252","Missing/not reported","9","","",""
"2015","3601117","VERTUS CHARTER SCHOOL","New York","ROCHESTER","Charter agency","137","Missing/not reported","Missing/not reported","","",""
"2015","3601118","SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD","New York","SPRINGFIELD GARDENS","Charter agency","242","Missing/not reported","4","","",""
"2015","3601119","AMERICAN DREAM CHARTER SCHOOL","New York","BRONX","Charter agency","167","Missing/not reported","45","","",""
"2015","3601120","SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4","New York","BRONX","Charter agency","247","Missing/not reported","13","","",""
"2015","3601121","COMPASS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","155","Missing/not reported","3","","",""
"2015","3601122","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST","New York","BROOKLYN","Charter agency","245","Missing/not reported","40","","",""
"2015","3601123","SUCCESS ACADEMY CS - BERGEN BEACH","New York","BROOKLYN","Charter agency","250","Missing/not reported","3","","",""
"2015","3601124","ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","241","Missing/not reported","41","","",""
"2015","3601125","FAMILY LIFE ACADEMY CHARTER SCHOOL III","New York","BRONX","Charter agency","154","Missing/not reported","32","","",""
"2015","3601126","PUC ACHIEVE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","189","Missing/not reported","4","","",""
"2015","3601127","BRONX CHARTER SCHOOL FOR BETTER LEARNING 2","New York","BRONX","Charter agency","73","Missing/not reported","3","","",""
"2015","3601128","FINN ACADEMY-AN ELMIRA CHARTER SCHOOL","New York","ELMIRA","Charter agency","213","Missing/not reported","Missing/not reported","","",""
"2015","3601129","ROSALYN YALOW CHARTER SCHOOL","New York","BRONX","Charter agency","210","Missing/not reported","40","","",""
"2015","3601130","NEW VENTURES CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","49","Missing/not reported","Missing/not reported","","",""
"2015","3601131","SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","115","Missing/not reported","16","","",""
"2015","3601132","SOUTH BRONX CLASSICAL CHARTER SCHOOL III","New York","BRONX","Charter agency","134","Missing/not reported","14","","",""
"2015","3601133","CHARTER SHIGH SCHOOL FOR LAW AND SOCIAL JUSTICE","New York","BRONX","Charter agency","128","Missing/not reported","3","","",""
"2015","3601134","INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE)","New York","BROOKLYN","Charter agency","111","Missing/not reported","3","","",""
"2015","3601135","CHARTER SCHOOL OF INQUIRY","New York","BUFFALO","Charter agency","100","Missing/not reported","3","","",""
"2015","3601136","NEW VISIONS CHTR HS-ADV MA/SCI IV","New York","JAMAICA","Charter agency","125","Missing/not reported","3","","",""
"2015","3601137","STOREFRONT ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","94","Missing/not reported","13","","",""
"2015","3601138","ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL","New York","BRONX","Charter agency","130","Missing/not reported","23","","",""
"2015","3602300","ABBOTT UNION FREE SCHOOL DISTRICT","New York","IRVINGTON","Regular local school district","","","","","",""
"2015","3602310","GLENS FALLS COMMON SCHOOL DISTRICT","New York","GLENS FALLS","Regular local school district","172","28","3","2289","320","0.139799"
"2015","3602340","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT","New York","ADAMS CENTER","Regular local school district","1946","322","3","11371","1914","0.168323"
"2015","3602370","ADDISON CENTRAL SCHOOL DISTRICT","New York","ADDISON","Regular local school district","1147","198","Missing/not reported","7018","1290","0.183813"
"2015","3602400","AFTON CENTRAL SCHOOL DISTRICT","New York","AFTON","Regular local school district","566","99","Missing/not reported","3842","623","0.162155"
"2015","3602430","AKRON CENTRAL SCHOOL DISTRICT","New York","AKRON","Regular local school district","1408","214","3","9693","1561","0.161044"
"2015","3602460","ALBANY CITY SCHOOL DISTRICT","New York","ALBANY","Regular local school district","9055","1497","824","99504","11502","0.115593"
"2015","3602520","ALBION CENTRAL SCHOOL DISTRICT","New York","ALBION","Regular local school district","1968","256","52","14931","2019","0.135222"
"2015","3602550","ALDEN CENTRAL SCHOOL DISTRICT","New York","ALDEN","Regular local school district","1642","240","4","14078","1882","0.133684"
"2015","3602580","ALEXANDER CENTRAL SCHOOL DISTRICT","New York","ALEXANDER","Regular local school district","872","106","4","5136","873","0.169977"
"2015","3602670","ALEXANDRIA CENTRAL SCHOOL DISTRICT","New York","ALEXANDRIA BAY","Regular local school district","589","87","Missing/not reported","3919","584","0.149018"
"2015","3602700","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT","New York","ALMOND","Regular local school district","645","85","Missing/not reported","7224","614","0.0849945"
"2015","3602730","WINDSOR CENTRAL SCHOOL DISTRICT","New York","WINDSOR","Regular local school district","1693","228","8","10558","1878","0.177875"
"2015","3602820","ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT","New York","PARISH","Regular local school district","1250","211","Missing/not reported","7240","1290","0.178177"
"2015","3602880","AMAGANSETT UNION FREE SCHOOL DISTRICT","New York","AMAGANSETT","Regular local school district","113","10","8","1373","168","0.12236"
"2015","3602920","AMHERST CENTRAL SCHOOL DISTRICT","New York","AMHERST","Regular local school district","2970","470","126","24024","3506","0.145937"
"2015","3602940","AMITYVILLE UNION FREE SCHOOL DISTRICT","New York","AMITYVILLE","Regular local school district","3189","552","594","26451","3743","0.141507"
"2015","3602970","AMSTERDAM CITY SCHOOL DISTRICT","New York","AMSTERDAM","Regular local school district","3843","603","160","25405","4056","0.159654"
"2015","3603000","ANDES CENTRAL SCHOOL DISTRICT","New York","ANDES","Regular local school district","105","24","Missing/not reported","1158","106","0.0915371"
"2015","3603030","ANDOVER CENTRAL SCHOOL DISTRICT","New York","ANDOVER","Regular local school district","344","58","Missing/not reported","2130","396","0.185915"
"2015","3603060","SCHENEVUS CENTRAL SCHOOL DISTRICT","New York","SCHENEVUS","Regular local school district","377","74","Missing/not reported","2437","337","0.138285"
"2015","3603180","ARDSLEY UNION FREE SCHOOL DISTRICT","New York","ARDSLEY","Regular local school district","2047","274","41","9893","1995","0.201658"
"2015","3603210","ARGYLE CENTRAL SCHOOL DISTRICT","New York","ARGYLE","Regular local school district","511","93","Missing/not reported","3932","597","0.151831"
"2015","3603240","ARKPORT CENTRAL SCHOOL DISTRICT","New York","ARKPORT","Regular local school district","458","57","3","3051","501","0.164208"
"2015","3603270","ARLINGTON CENTRAL SCHOOL DISTRICT","New York","LAGRANGEVILLE","Regular local school district","8572","1447","146","57750","9513","0.164727"
"2015","3603420","ATTICA CENTRAL SCHOOL DISTRICT","New York","ATTICA","Regular local school district","1298","189","5","13424","1526","0.113677"
"2015","3603480","AUBURN CITY SCHOOL DISTRICT","New York","AUBURN","Regular local school district","4293","705","23","33100","4542","0.137221"
"2015","3603630","AVOCA CENTRAL SCHOOL DISTRICT","New York","AVOCA","Regular local school district","452","69","Missing/not reported","3644","615","0.168771"
"2015","3603660","AVON CENTRAL SCHOOL DISTRICT","New York","AVON","Regular local school district","1009","90","9","7190","1040","0.144645"
"2015","3603720","BABYLON UNION FREE SCHOOL DISTRICT","New York","BABYLON","Regular local school district","1604","262","22","11861","1792","0.151083"
"2015","3603810","BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT","New York","BAINBRIDGE","Regular local school district","851","117","4","5239","782","0.149265"
"2015","3603840","BALDWIN UNION FREE SCHOOL DISTRICT","New York","BALDWIN","Regular local school district","4768","873","232","33328","5788","0.173668"
"2015","3603870","BALDWINSVILLE CENTRAL SCHOOL DISTRICT","New York","BALDWINSVILLE","Regular local school district","5611","858","30","35388","6091","0.17212"
"2015","3603930","BALLSTON SPA CENTRAL SCHOOL DISTRICT","New York","BALLSTON SPA","Regular local school district","4140","673","18","28372","4442","0.156563"
"2015","3603960","BARKER CENTRAL SCHOOL DISTRICT","New York","BARKER","Regular local school district","798","104","9","4986","924","0.185319"
"2015","3603990","BATAVIA CITY SCHOOL DISTRICT","New York","BATAVIA","Regular local school district","2315","303","21","18713","2597","0.138781"
"2015","3604050","BATH CENTRAL SCHOOL DISTRICT","New York","BATH","Regular local school district","1584","259","3","11221","1597","0.142322"
"2015","3604080","BAY SHORE UNION FREE SCHOOL DISTRICT","New York","BAY SHORE","Regular local school district","5931","937","414","33526","5654","0.168645"
"2015","3604110","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT","New York","BAYPORT","Regular local school district","2305","409","7","14043","2463","0.17539"
"2015","3604140","BEACON CITY SCHOOL DISTRICT","New York","BEACON","Regular local school district","3027","602","68","27128","3224","0.118844"
"2015","3604200","BEAVER RIVER CENTRAL SCHOOL DISTRICT","New York","BEAVER FALLS","Regular local school district","896","142","3","5525","990","0.179186"
"2015","3604290","BEEKMANTOWN CENTRAL SCHOOL DISTRICT","New York","WEST CHAZY","Regular local school district","1882","345","Missing/not reported","13224","1955","0.147837"
"2015","3604350","BELFAST CENTRAL SCHOOL DISTRICT","New York","BELFAST","Regular local school district","365","60","Missing/not reported","2277","375","0.16469"
"2015","3604370","BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT","New York","ADAMS","Regular local school district","490","76","4","3276","527","0.160867"
"2015","3604410","BELLMORE UNION FREE SCHOOL DISTRICT","New York","BELLMORE","Regular local school district","1014","153","22","12754","1104","0.0865611"
